Customer Code,Agenda Appointments,Appointments Completed,Customer Code,Customer Type Group,Shop Code - Descr,Service Category Descr,Service Descr
5168071,01,01,5168071,LEAD,827-A CORUÑA - FERNANDEZ LATORRE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168072,01,01,5168072,LEAD,96E-JACA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168072,01,01,5168072,LEAD,96E-JACA,Pre-Sales,CIERRE DE LA PRUEBA
5168081,01,01,5168081,LEAD,923-SAN PEDRO DEL PINATAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168083,01,01,5168083,LEAD,94C-ONTINYENT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168088,01,01,5168088,LEAD,B8E-GERNIKA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168088,01,01,5168088,LEAD,B8E-GERNIKA,Pre-Sales,ENTREGA DE LA VENTA
5168096,01,01,5168096,LEAD,B33-PUERTO DEL ROSARIO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168099,01,01,5168099,LEAD,83C-ALCAÑIZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168102,01,01,5168102,LEAD,B8A-POZUELO DE ALARCON,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
5168106,01,01,5168106,LEAD,C12-CANTALEJO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168110,01,01,5168110,LEAD,BC6-NOIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168110,01,01,5168110,LEAD,BC6-NOIA,Pre-Sales,1° CONTROL PRUEBA
5168113,01,01,5168113,LEAD,85A-HUELVA - BERDIGÓN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168113,01,01,5168113,LEAD,85A-HUELVA - BERDIGÓN,Pre-Sales,ENTREGA DE LA VENTA
5168119,01,01,5168119,LEAD,B97-CIUTADELLA,1st APPS,OPORTUNIDAD POTENCIAL
5168122,01,01,5168122,LEAD,A0F-JAVEA/XABIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168126,01,01,5168126,LEAD,8EC-ARUCAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168127,01,01,5168127,LEAD,B27-ALGEMESI,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168127,01,01,5168127,LEAD,C58-CARLET,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168128,01,01,5168128,LEAD,992-COSLADA - CONSTITUCION,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168129,01,01,5168129,LEAD,A68-FERROL - DE CASTILLA 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168130,01,01,5168130,LEAD,94E-EL EJIDO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168131,01,01,5168131,LEAD,B7F-LLANES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168135,01,01,5168135,LEAD,B6B-BEJAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168136,01,01,5168136,LEAD,810-LLEIDA - PRAT DE LA RIBA,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
5168140,01,01,5168140,LEAD,953-SANTANDER - RUALASAL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168145,01,01,5168145,LEAD,8F8-SANT CUGAT DEL VALLES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168148,01,01,5168148,LEAD,A56-ANDUJAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168150,01,01,5168150,LEAD,8C3-BLANES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168151,01,01,5168151,LEAD,8D6-SEVILLA - CASTILLA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168152,01,01,5168152,LEAD,857-SABADELL - RAMBLA 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168155,01,01,5168155,LEAD,C12-CANTALEJO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168156,01,01,5168156,LEAD,881-CALATAYUD,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168157,01,01,5168157,LEAD,A0F-JAVEA/XABIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168161,01,01,5168161,LEAD,B7D-AGUILAR DE CAMPOO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168163,01,01,5168163,LEAD,C5C-EJEA DE LOS CABALLEROS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168166,01,01,5168166,LEAD,A65-ARGANDA DEL REY,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168170,01,01,5168170,LEAD,926-ESPLUGUES DE LLOBREGAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168172,01,01,5168172,LEAD,824-OVIEDO - URÍA 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168180,01,01,5168180,LEAD,C07-VIVERO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168181,01,01,5168181,LEAD,807-ALICANTE/ALACANT - ALFONSO X EL SABIO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168183,01,01,5168183,LEAD,85A-HUELVA - BERDIGÓN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168183,01,01,5168183,LEAD,85A-HUELVA - BERDIGÓN,Pre-Sales,ENTREGA DE LA VENTA
5168184,01,01,5168184,LEAD,9E8-ARANJUEZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168188,01,01,5168188,LEAD,A60-MADRID - MAR CASPIO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168189,01,01,5168189,LEAD,954-CALAHORRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168195,01,01,5168195,LEAD,B87-NAVALMORAL DE LA MATA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168196,01,01,5168196,LEAD,8F8-SANT CUGAT DEL VALLES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168202,01,01,5168202,LEAD,87A-SANLUCAR DE BARRAMEDA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168206,01,01,5168206,CUSTOMER,993-ZARAGOZA - FERNANDO EL CATOLICO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168206,01,01,5168206,CUSTOMER,993-ZARAGOZA - FERNANDO EL CATOLICO,Pre-Sales,ENTREGA DE LA VENTA
5168207,01,01,5168207,LEAD,8D1-BARCELONA - CORSEGA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168207,01,01,5168207,PROSPECT,8D1-BARCELONA - CORSEGA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168209,01,,5168209,LEAD,C39-SALOU,1st APPS,OPORTUNIDAD POTENCIAL
5168210,01,01,5168210,LEAD,C48-ALBERIQUE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168214,01,01,5168214,LEAD,8C5-LA LAGUNA - JUEGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168215,01,01,5168215,LEAD,96B-DONOSTIA-SAN SEBASTIAN - NUEVA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168217,01,01,5168217,LEAD,937-VILAGARCIA DE AROUSA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168217,01,01,5168217,LEAD,937-VILAGARCIA DE AROUSA,Pre-Sales,2° CONTROL PRUEBA
5168217,01,01,5168217,LEAD,937-VILAGARCIA DE AROUSA,Pre-Sales,ENTREGA DE LA VENTA
5168219,01,01,5168219,LEAD,8ED-CIEZA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168219,01,01,5168219,LEAD,8ED-CIEZA,Pre-Sales,ENTREGA DE LA VENTA
5168222,01,01,5168222,LEAD,810-LLEIDA - PRAT DE LA RIBA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168223,01,01,5168223,LEAD,A26-MADRID - SAN DIEGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168223,01,01,5168223,LEAD,A26-MADRID - SAN DIEGO,Pre-Sales,1° CONTROL PRUEBA
5168225,01,01,5168225,LEAD,979-SANTA CRUZ DE TENERIFE - EL PILAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168230,01,01,5168230,LEAD,A6A-VALENCIA - CARTEROS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168232,01,01,5168232,LEAD,B66-GÜIMAR,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
5168234,01,01,5168234,LEAD,964-HOSPITALET LLOBREGAT - MARE DEU PILAR,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168237,01,01,5168237,LEAD,99E-INCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168238,01,01,5168238,LEAD,8D6-SEVILLA - CASTILLA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168239,01,01,5168239,LEAD,994-PLASENCIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168241,01,01,5168241,LEAD,C54-MANCHA REAL,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
5168243,01,01,5168243,LEAD,94F-PAMPLONA/IRUÑA - MARTIN AZPILICUETA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168243,01,01,5168243,LEAD,94F-PAMPLONA/IRUÑA - MARTIN AZPILICUETA,Pre-Sales,ENTREGA DE LA VENTA
5168245,01,01,5168245,LEAD,B9A-MADRID - NTRA SRA DE VALVERDE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168246,01,01,5168246,LEAD,90C-TALAVERA DE LA REINA - PRADO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168247,01,01,5168247,LEAD,A98-BARCELONA - MAJOR DE SARRIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168251,01,01,5168251,LEAD,8BE-MADRID - ALCALÁ 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168251,01,01,5168251,LEAD,8BE-MADRID - ALCALÁ 2,Pre-Sales,ENTREGA DE LA VENTA
5168252,01,01,5168252,LEAD,82A-TORTOSA - GENERALITAT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168253,01,01,5168253,LEAD,845-MADRID - DELICIAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168254,01,01,5168254,LEAD,9EA-MADRID - ANTONIO LÓPEZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168265,01,01,5168265,LEAD,9EA-MADRID - ANTONIO LÓPEZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168265,01,01,5168265,LEAD,9EA-MADRID - ANTONIO LÓPEZ,Pre-Sales,ENTREGA DE LA VENTA
5168265,01,01,5168265,PROSPECT,9EA-MADRID - ANTONIO LÓPEZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168267,01,01,5168267,LEAD,81B-SANTANDER - ISABEL LA CATOLICA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168269,01,01,5168269,LEAD,B87-NAVALMORAL DE LA MATA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168272,01,,5168272,LEAD,C40-ALCAZAR DE SAN JUAN,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168273,01,01,5168273,LEAD,953-SANTANDER - RUALASAL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168277,01,01,5168277,LEAD,A82-VALDEMORO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168277,01,01,5168277,LEAD,A82-VALDEMORO,Pre-Sales,1° CONTROL PRUEBA
5168281,01,01,5168281,LEAD,9DD-L' ELIANA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168283,01,01,5168283,LEAD,9E8-ARANJUEZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168284,01,01,5168284,LEAD,905-PALAMOS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168290,01,01,5168290,LEAD,838-TERUEL - RAMON Y CAJAL 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168296,01,01,5168296,LEAD,9FF-MADRID - PRINCIPE DE VERGARA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168297,01,01,5168297,LEAD,816-ORENSE - DE ZAMORA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168301,01,01,5168301,LEAD,817-SANTIAGO DE COMPOSTELA - LA ROSA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168303,01,01,5168303,LEAD,C0C-IBI,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168304,01,01,5168304,LEAD,953-SANTANDER - RUALASAL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168304,01,01,5168304,PROSPECT,953-SANTANDER - RUALASAL,Pre-Sales,ENTREGA DE LA PRUEBA
5168324,01,01,5168324,LEAD,8FC-SORIA - CAMPO,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
5168326,01,01,5168326,LEAD,837-VITORIA-GASTEIZ - LA PAZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168330,01,01,5168330,LEAD,A62-TORREMOLINOS,1st APPS,EXAMEN TELEMARKETING LE
5168341,01,,5168341,LEAD,9BD-PATERNA,1st APPS,OPORTUNIDAD POTENCIAL
5168350,01,,5168350,LEAD,9FF-MADRID - PRINCIPE DE VERGARA,1st APPS,OPORTUNIDAD POTENCIAL
5168353,01,01,5168353,LEAD,8B0-BARCELONA - SANT ANTONI Mª CLARET,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168369,01,01,5168369,LEAD,906-MANISES - RIBARROJA,1st APPS,OPORTUNIDAD POTENCIAL
5168390,01,01,5168390,LEAD,B87-NAVALMORAL DE LA MATA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168524,01,,5168524,LEAD,9BD-PATERNA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168539,01,01,5168539,LEAD,845-MADRID - DELICIAS,1st APPS,OPORTUNIDAD POTENCIAL
5168550,01,01,5168550,LEAD,94B-SABADELL - MATADEPERA,Pre-Sales,IMPRESIONES CONDUCTO AUDITIVO
5168553,01,01,5168553,LEAD,827-A CORUÑA - FERNANDEZ LATORRE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168576,01,01,5168576,LEAD,82B-VINAROS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168579,01,,5168579,LEAD,BAF-MADRID - TOLEDO,1st APPS,OPORTUNIDAD POTENCIAL
5168581,01,01,5168581,LEAD,827-A CORUÑA - FERNANDEZ LATORRE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168582,01,01,5168582,LEAD,84F-VALLADOLID - FUENTE DORADA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168598,01,01,5168598,LEAD,9B6-MEDINA DEL CAMPO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168599,01,01,5168599,LEAD,993-ZARAGOZA - FERNANDO EL CATOLICO,1st APPS,EXAMEN TELEMARKETING LE
5168600,01,01,5168600,LEAD,9F5-SESTAO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168601,01,01,5168601,LEAD,AA7-MADRID - ILLESCAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168602,01,01,5168602,LEAD,8CA-GANDIA - GERMANIAS 1,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168603,01,,5168603,LEAD,8D4-MARBELLA - FELIX RODRIGUEZ DE LA FUENTE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168604,01,01,5168604,LEAD,BC0-SEVILLA - EDUARDO DATO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168610,01,01,5168610,LEAD,8BE-MADRID - ALCALÁ 2,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168611,01,01,5168611,LEAD,A85-CASTRO URDIALES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168613,01,01,5168613,LEAD,99F-SANT ANDREU DE LA BARCA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168618,01,01,5168618,LEAD,B3B-SANT VICENT DEL RASPEIG,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168620,01,01,5168620,LEAD,993-ZARAGOZA - FERNANDO EL CATOLICO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168621,01,01,5168621,LEAD,8E6-IGUALADA - RAMBLA SANT ISIDRE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168624,01,,5168624,LEAD,192-SAN SEBASTIAN DE LOS REYES ATG,1st APPS,OPORTUNIDAD POTENCIAL
5168626,01,01,5168626,LEAD,96F-SAN FERNANDO - SAN RAFAEL,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168636,01,01,5168636,LEAD,904-CEUTA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168637,01,01,5168637,LEAD,837-VITORIA-GASTEIZ - LA PAZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168639,01,01,5168639,LEAD,B3B-SANT VICENT DEL RASPEIG,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168641,01,01,5168641,LEAD,817-SANTIAGO DE COMPOSTELA - LA ROSA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168643,01,01,5168643,LEAD,A90-MALAGA - JUAN SEBASTIAN ELCANO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168645,01,01,5168645,LEAD,BC0-SEVILLA - EDUARDO DATO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168651,01,01,5168651,LEAD,C36-XINZO DE LIMIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168656,01,01,5168656,LEAD,891-PUERTO DE SAGUNTO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168660,01,01,5168660,LEAD,807-ALICANTE/ALACANT - ALFONSO X EL SABIO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168662,01,01,5168662,LEAD,811-PAMPLONA/IRUÑA - DEL VINCULO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168663,01,01,5168663,LEAD,BC0-SEVILLA - EDUARDO DATO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168668,01,,5168668,LEAD,8B5-TORREVIEJA,1st APPS,OPORTUNIDAD POTENCIAL
5168669,01,01,5168669,LEAD,BBD-MADRID - EMILIO FERRARI,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168669,01,01,5168669,LEAD,BBD-MADRID - EMILIO FERRARI,Pre-Sales,ENTREGA DE LA VENTA
516867,01,01,516867,CUSTOMER,84F-VALLADOLID - FUENTE DORADA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168670,01,01,5168670,LEAD,B86-VILLACARRILLO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168671,01,01,5168671,PROSPECT,A87-BENIMAMET,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168672,01,01,5168672,LEAD,813-ZARAGOZA - LEON XIII,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168673,01,01,5168673,LEAD,837-VITORIA-GASTEIZ - LA PAZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168675,01,01,5168675,LEAD,80F-CARTAGENA - SALITRE,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168676,01,01,5168676,LEAD,993-ZARAGOZA - FERNANDO EL CATOLICO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168681,01,01,5168681,LEAD,8ED-CIEZA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168683,01,01,5168683,LEAD,8D6-SEVILLA - CASTILLA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168685,01,01,5168685,LEAD,911-SANT ADRIA DE BESOS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168685,01,01,5168685,LEAD,911-SANT ADRIA DE BESOS,Pre-Sales,1° CONTROL PRUEBA
5168686,01,01,5168686,LEAD,BC2-ALICANTE/ALACANT - DEL PADRE ESPLA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168688,01,01,5168688,LEAD,96E-JACA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168689,01,01,5168689,LEAD,846-BURGOS - GENERAL SANTOCILDES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168692,01,01,5168692,LEAD,9F3-DON BENITO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168695,01,01,5168695,LEAD,8E8-OLIVA,1st APPS,EXAMEN TELEMARKETING LE
5168698,01,01,5168698,LEAD,AE6-LAUDIO/LLODIO,1st APPS,OPORTUNIDAD 15 MINUTOS
5168701,01,01,5168701,LEAD,A63-SAN PEDRO DE ALCANTARA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168705,01,01,5168705,LEAD,842-ALICANTE/ALACANT - ASTURIAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168706,01,01,5168706,LEAD,84F-VALLADOLID - FUENTE DORADA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168707,01,01,5168707,LEAD,9C6-QUART DE POBLET,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168708,01,01,5168708,LEAD,87A-SANLUCAR DE BARRAMEDA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168720,01,01,5168720,LEAD,A6B-MADRID - DE DON ANTONIO DE ANDRES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168721,01,01,5168721,LEAD,8EC-ARUCAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168724,01,01,5168724,LEAD,992-COSLADA - CONSTITUCION,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168724,01,01,5168724,LEAD,992-COSLADA - CONSTITUCION,Pre-Sales,ENTREGA DE LA VENTA
5168726,01,01,5168726,LEAD,993-ZARAGOZA - FERNANDO EL CATOLICO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168726,01,01,5168726,LEAD,993-ZARAGOZA - FERNANDO EL CATOLICO,Pre-Sales,ENTREGA DE LA VENTA
5168727,01,01,5168727,LEAD,9B5-UBEDA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168729,01,01,5168729,LEAD,8F8-SANT CUGAT DEL VALLES,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168730,01,01,5168730,LEAD,9B5-UBEDA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168732,01,01,5168732,LEAD,941-PALMA - COMTE DE SALLENT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168739,01,01,5168739,LEAD,B65-SAN ISIDRO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168741,01,01,5168741,LEAD,BC6-NOIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168741,01,01,5168741,LEAD,BC6-NOIA,Pre-Sales,ENTREGA DE LA VENTA
5168742,01,01,5168742,LEAD,A5A-OSUNA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168744,01,01,5168744,LEAD,BC0-SEVILLA - EDUARDO DATO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168745,01,01,5168745,LEAD,904-CEUTA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168750,01,01,5168750,LEAD,823-REUS - RAVAL MARTI FOLGUERA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168750,01,01,5168750,LEAD,823-REUS - RAVAL MARTI FOLGUERA,Pre-Sales,1° CONTROL PRUEBA
5168751,01,01,5168751,LEAD,A28-VILLARROBLEDO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168753,01,01,5168753,LEAD,B3B-SANT VICENT DEL RASPEIG,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168755,01,,5168755,LEAD,964-HOSPITALET LLOBREGAT - MARE DEU PILAR,1st APPS,OPORTUNIDAD POTENCIAL
5168759,01,01,5168759,LEAD,BE6-CORIA - EXTREMADURA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168763,01,01,5168763,LEAD,ADC-ADRA,1st APPS,EXAMEN TELEMARKETING LE
5168765,01,01,5168765,LEAD,BA0-ARROYO DE LA MIEL-BENALMADENA COSTA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168766,01,01,5168766,LEAD,A60-MADRID - MAR CASPIO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168771,01,01,5168771,LEAD,8B2-ZARAGOZA - AMERICA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168772,01,,5168772,LEAD,8E3-SAN JAVIER,1st APPS,OPORTUNIDAD POTENCIAL
5168779,01,01,5168779,LEAD,87A-SANLUCAR DE BARRAMEDA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168781,01,01,5168781,LEAD,82E-MOLINS DE REI,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168785,01,01,5168785,LEAD,80D-ZARAGOZA - CINCO DE MARZO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168785,01,01,5168785,LEAD,80D-ZARAGOZA - CINCO DE MARZO,Pre-Sales,ENTREGA DE LA VENTA
5168786,01,01,5168786,LEAD,833-TORRENT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168788,01,01,5168788,LEAD,B1E-MADRID - DONOSTIARRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168790,01,01,5168790,LEAD,C2B-SALLENT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168792,01,01,5168792,LEAD,904-CEUTA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168796,01,01,5168796,LEAD,A52-GETXO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168797,01,01,5168797,LEAD,B70-CIUDAD-RODRIGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168800,01,01,5168800,LEAD,833-TORRENT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168800,01,01,5168800,LEAD,833-TORRENT,Pre-Sales,ENTREGA DE LA VENTA
5168801,01,01,5168801,LEAD,9BA-VITORIA-GASTEIZ - GORBEA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168802,01,01,5168802,LEAD,95E-ALCALA DE HENARES - LIBREROS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168805,01,,5168805,LEAD,876-MATARO - CAMI RAL,1st APPS,OPORTUNIDAD POTENCIAL
5168809,01,01,5168809,LEAD,9EA-MADRID - ANTONIO LÓPEZ,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168810,01,01,5168810,LEAD,A63-SAN PEDRO DE ALCANTARA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168811,01,01,5168811,LEAD,881-CALATAYUD,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168813,01,01,5168813,LEAD,845-MADRID - DELICIAS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168816,01,01,5168816,LEAD,A82-VALDEMORO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168817,01,01,5168817,LEAD,840-ERRENTERIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168818,01,01,5168818,LEAD,9DF-TARANCON,1st APPS,OPORTUNIDAD POTENCIAL
5168820,01,01,5168820,LEAD,A00-VALENCIA - SERRERIA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168824,01,01,5168824,LEAD,B97-CIUTADELLA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168825,01,01,5168825,LEAD,9F8-ZAFRA,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168834,01,01,5168834,LEAD,8C5-LA LAGUNA - JUEGO,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168835,01,01,5168835,LEAD,9BC-VELEZ-MALAGA - REYES CATOLICOS,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168837,01,01,5168837,LEAD,941-PALMA - COMTE DE SALLENT,1st APPS,VISITA COMPLETA /OPORTUNIDAD
5168840,01,,5168840,LEAD,ABB-ARCOS DE LA FRONTERA,1st APPS,OPORTUNIDAD POTENCIAL
